created_at,text,Polarity,Subjectivity
Tue Apr 19 01:40:06 +0000 2016,"@YorkSocial AFTER PUBLIC ANGUISH, BRONX COUNCILMAN ENDORSES BERNIE SANDERS ON EVE OF PRIMARY!

https://t.co/pfR35RnihN",0.25,0.2833333333333333
Tue Apr 19 01:40:07 +0000 2016,Why did Bernie Sanders vote to put my black daddy in jail so he couldn't feed his kids? https://t.co/j0OUqAwpdu,-0.13333333333333333,0.21666666666666667
Tue Apr 19 01:40:09 +0000 2016,"RT @azmoderate: Bernie Sanders keeps saying his average donation is $27, but his own numbers contradict that https://t.co/okPflU0hzo",0.22499999999999998,0.7
Tue Apr 19 01:40:09 +0000 2016,"@khachem65 DC rapper Abu Rahss releases Bernie Sanders Anthem!

https://t.co/b1oPYM3dP4",0,0
Tue Apr 19 01:40:11 +0000 2016,"@singlepalmtree AFTER PUBLIC ANGUISH, BRONX COUNCILMAN ENDORSES BERNIE SANDERS ON EVE OF PRIMARY!

https://t.co/pfR35RnihN",0.25,0.2833333333333333
Tue Apr 19 01:40:12 +0000 2016,RT @NCForBernie: Bernie Sanders Just Accused Hillary Clinton of Violating Campaign Finance Laws https://t.co/Vq09aE8BVD #FeelTheBern,-0.0907145,0
Tue Apr 19 01:40:12 +0000 2016,OMG! Scandalous! #NoStory #SoWhat #SirotaBestJournalist https://t.co/kpV8u7JflZ,0.484454,0
Tue Apr 19 01:40:13 +0000 2016,"RT @DailyNewsBin: Hillary Clinton slam dunks Bernie Sanders after he falsely accuses her of fundraising violations:

https://t.co/gC7LMxfGOF",-0.4000000000000001,0.6
Tue Apr 19 01:40:15 +0000 2016,"@mrtalentbooker AFTER PUBLIC ANGUISH, BRONX COUNCILMAN ENDORSES BERNIE SANDERS ON EVE OF PRIMARY!

https://t.co/pfR35RnihN",0.25,0.2833333333333333
Tue Apr 19 01:40:18 +0000 2016,RT @chimurry: Bernie Sanders Just Accused Hillary Clinton of Violating Campaign Finance Laws https://t.co/ZfbFChmLlb @CafePalabras,-0.0907145,0
Tue Apr 19 01:40:18 +0000 2016,as much as I am for bernie sanders. #nooneforpresident,0.2,0.2
Tue Apr 19 01:40:18 +0000 2016,The scandal that sinks the Sanders machine! https://t.co/XIRUcD7pQd,-0.125,0
Tue Apr 19 01:40:19 +0000 2016,"@EgyptianWiz DC rapper Abu Rahss releases Bernie Sanders Anthem!

https://t.co/b1oPYM3dP4 https://t.co/7i3HwTDhq9",0,0
Tue Apr 19 01:40:19 +0000 2016,"@pfaffchris AFTER PUBLIC ANGUISH, BRONX COUNCILMAN ENDORSES BERNIE SANDERS ON EVE OF PRIMARY!

https://t.co/pfR35RnihN",0.25,0.2833333333333333
Tue Apr 19 01:40:20 +0000 2016,"RT @JeffersonObama: Sanders blaming the DNC for losing NY??!! Not really Bernie, NY just isn't that into you!",-0.125,0.2
Tue Apr 19 01:40:20 +0000 2016,didn't you dance to the bernie sanders derk back in your day what is wrong with you fucking old people man,-0.13333333333333333,0.3666666666666667
Tue Apr 19 01:40:21 +0000 2016,RT @KateWalter12: Bernie Sanders: Wrong For New York https://t.co/E5aKq5g39L,-0.18181818181818182,0.6772727272727272
Tue Apr 19 01:40:21 +0000 2016,NY City Council Member Jumaane Williams Endorses Bernie Sanders at Giant Prospect Park Rally https://t.co/qSLf98zfk4,0.246007,1
Tue Apr 19 01:40:22 +0000 2016,RT @Vets4Bernie: INSPIRING New Veterans for Bernie Sanders Ad Will Move You. #Vets4Bernie #NYPrimary https://t.co/A42shnlyIB,0.3181818181818182,0.7272727272727273
Tue Apr 19 01:40:23 +0000 2016,"RT @rcooley123: Alexander Reed Kelly: Why My Mother Supports Bernie Sanders for President - Truthdig - 
https://t.co/HOYtGTqpw1",0.080791,0
Tue Apr 19 01:40:24 +0000 2016,RT @CapehartJ: What George Clooney understands that Bernie Sanders doesn't. https://t.co/SUvdaNvSBs,-0.154322,0
